Sample Size,Sample Mean,Absolute Error
30,92.48399999999998,13.040569217540877
50,91.5078,14.016769217540855
100,95.98675000000001,9.537819217540843
500,105.43383,0.09073921754085745
1000,105.68607500000002,0.1615057824591588
