Model,Accuracy,Precision,Recall,F1,ROC-AUC,PR-AUC
Original Random Forest,0.7814052519517388,0.6050955414012739,0.5080213903743316,0.5523255813953488,0.8223178072282933,0.611617645793824
Tuned Random Forest,0.7693399574166075,0.5459662288930581,0.7780748663101604,0.6416758544652701,0.8418959415123097,0.6475084151734587
